"NOconnections","connectance","nestedness","NODF","SA","H2","number.of.species.HL","number.of.species.LL","generality.HL","vulnerability.LL","gr","null"
147,0.320261437908497,19.7989037663183,57.6500626911305,0.460048475750652,0.428240060481943,27,17,4.18411043524773,5.80048075690716,2,8
115,0.353846153846154,15.4968077082402,65.7212467133102,0.841570184072319,0.438140689833926,25,13,3.52668247414198,5.39251842708031,3,8
63,0.370588235294118,22.1484915194929,57.6249671139174,0.207344499334699,0.462049620830357,17,10,2.69114224487139,3.67085416501243,4,8
68,0.377777777777778,36.069532851554,48.8395863395863,0.358252408815637,0.589265965259009,18,10,2.48970576161484,2.96989030418078,1,9
137,0.365333333333333,24.7768639581948,58.0891824225158,0.559488312453716,0.442388520226095,25,15,3.84556801698222,5.69061238206067,2,9
135,0.3125,13.5253729166703,64.5411577099475,0.79258041010652,0.410348598269146,27,16,4.19669477263401,5.85792320916013,3,9
41,0.366071428571429,14.6629341192057,70.3221288515406,0.639195268335836,0.384323206939077,14,8,2.72017034276873,5.68296331301575,4,9
58,0.329545454545455,10.3744954655478,68.9312925170068,0.7791352977146,0.488460241283811,16,11,2.9995927856549,3.42030801936853,1,10
151,0.38618925831202,27.4911125901701,58.723921750914,0.604692247614508,0.418168561982003,23,17,4.37718977569103,5.57229015999279,2,10
116,0.336231884057971,19.8144982509187,61.0518593758817,0.0479807621695795,0.464608149019912,23,15,3.51065520925229,5.79273851764024,3,10
35,0.486111111111111,23.4584700053929,50.3483245149912,0.0805516469517303,0.221035799833141,12,6,2.87713711322747,5.11407206142395,4,10
75,0.390625,18.0609084231475,60.8798429766172,0.0390503019069885,0.445494335726182,16,12,3.49707399435061,4.12406108547021,1,11
124,0.385093167701863,21.581961227024,63.2462813349441,0.198382674365742,0.490068875768523,23,14,3.3557714130404,5.04706553726099,2,11
96,0.347826086956522,12.444735009719,69.0832086756852,0.954086435671607,0.419888697069152,23,12,3.20994083892676,5.708537399097,3,11
58,0.322222222222222,20.6880699796581,56.5650553150553,0.282900871351344,0.487809520245526,18,10,2.60552951097664,4.10198423130432,4,11
47,0.388429752066116,22.2251932292156,56.2359307359307,0.155760403556334,0.44930580453305,11,11,3.61083223723814,3.60166851364032,1,12
130,0.361111111111111,20.1191247073704,63.1962805577966,0.639292966112268,0.42169329305915,20,18,4.48320093773055,4.95235143932699,2,12
132,0.350132625994695,24.1173870209703,55.9237886768878,0.705789579998665,0.444708498144499,29,13,3.65689427751787,6.02603420208054,3,12
50,0.43859649122807,21.1126002610473,62.7631926019023,0.449189481275671,0.653572424050131,19,6,1.89674568330322,4.24751512784006,4,12
51,0.472222222222222,16.7837883592385,71.7553688141924,0.130549189945994,0.507905232243857,12,9,2.40897541659946,3.59935346209522,1,13
145,0.35024154589372,18.3664033443627,62.7747567156434,-0.104783890818963,0.449748764837116,23,18,4.17280673951512,4.89241183554568,2,13
125,0.269396551724138,16.3204124862371,54.7249518542294,0.634134641267877,0.442375825309846,29,16,3.77513229079388,5.29151150898904,3,13
44,0.458333333333333,26.4025276543748,58.0529100529101,0.782904890476444,0.277522685440076,16,6,2.66199809041058,5.72397973589563,4,13
78,0.342105263157895,18.6654433290275,57.1671354899203,0.481796846355824,0.31437016836121,19,12,3.65572809043829,5.48494629527234,1,14
137,0.356770833333333,21.3791379121923,60.6723074904893,0.523324491053798,0.443973476876056,24,16,4.02707985594155,5.32688091028382,2,14
121,0.336111111111111,16.256195274891,63.4739793598061,0.309608003994482,0.489761837515117,24,15,3.41219695375739,5.14069645800766,3,14
36,0.48,16.3372900871486,66.6666666666667,0.0682483799817536,0.473123218732796,15,5,1.69740679319669,3.34199527698031,4,14
70,0.368421052631579,29.7216459628454,48.8402042915932,0.139246911729249,0.532157786895449,19,10,2.42313406308717,3.87407036542979,1,15
130,0.300925925925926,15.4631337393829,59.5730737768954,0.777936428495477,0.459312111247313,27,16,3.50560526020724,5.55025324507653,2,15
111,0.341538461538462,21.9212098537914,61.7924711972331,0.682429111765089,0.439687075178238,25,13,3.61929407080093,5.34832618238337,3,15
55,0.458333333333333,20.7254624281703,69.95423995424,0.752457880388318,0.332871483480469,12,10,3.23034843983837,4.47750001515676,4,15
69,0.359375,20.7905981231257,53.9089435057177,0.19144308045983,0.499604815945893,16,12,3.13142587996227,3.86658736862376,1,16
120,0.357142857142857,16.5902496914496,63.1270273777086,0.612518779099241,0.400469267650708,24,14,3.91639311719491,6.01546094221233,2,16
103,0.390151515151515,21.8389943445293,64.8560763964804,0.0681243856898019,0.482021577194002,22,12,3.13109919211316,4.83927543730099,3,16
60,0.333333333333333,18.3363310933883,60.2561327561328,-0.170910533749307,0.561810730491404,18,10,2.61017756078774,3.92456947134989,4,16
55,0.404411764705882,19.2072991300049,58.3253484320557,0.987593061578621,0.464530391202857,17,8,2.71680066084979,4.72130896416964,1,17
115,0.348484848484849,13.7795475858138,66.1511595216952,0.825698360757591,0.452856512710315,22,15,3.74027203737826,5.2528322537932,2,17
128,0.313725490196078,16.9200419571884,58.9701803051318,0.269190072872517,0.48726652186715,24,17,3.62657955557183,4.83941295077876,3,17
63,0.35,28.5087239770425,52.1428571428571,0.804510213078352,0.411240490884238,20,9,3.24432408605118,5.67465924653794,4,17
76,0.431818181818182,23.13578574395,69.4244897959184,-0.100034236267647,0.540256488211078,16,11,3.28337136447198,3.17505960658325,1,18
146,0.277039848197343,19.4586858269912,51.4229438522284,0.378925650772693,0.435325587249673,31,17,4.04667587978724,5.79443964145425,2,18
119,0.381410256410256,20.5564905591077,61.6980147912351,0.573450838419502,0.411549783312594,24,13,3.46298297777404,6.56005356347137,3,18
39,0.40625,23.6648486345641,58.0217831813577,0.00930336106375847,0.276713771770282,12,8,3.07859287572367,4.89149373662149,4,18
61,0.451851851851852,14.4857910191327,70.7857705730046,0.237178052487931,0.266372018175989,15,9,3.34140802672814,4.89199789485003,1,19
102,0.346938775510204,19.1494061067525,60.3675099356162,0.610257405231809,0.42209269516444,21,14,3.43500501784031,5.18456297495269,2,19
116,0.345238095238095,18.3866415071554,62.686990575274,0.458369719003244,0.501287104477514,24,14,3.20750394731798,5.4003727715655,3,19
83,0.314393939393939,20.6887457761488,53.0384533162311,0.103967841947388,0.575372402815301,22,12,2.7141058379341,3.84001700131958,4,19
54,0.3375,15.4999370210889,61.008177008177,0.272653650476633,0.505116013167224,16,10,2.77580532556595,3.61007019093681,1,20
126,0.375,33.0754513300772,54.9552067671959,0.0965030706405287,0.465424494610774,24,14,3.58205168316398,5.03210289496477,2,20
147,0.336384439359268,16.6046256726273,63.7876981509057,0.851161994339204,0.426897108269583,23,19,4.19251998013163,5.69562946894446,3,20
41,0.401960784313726,20.3165999097403,58.0889309366131,0.416099401148723,0.230546108389428,17,6,1.91648766958994,5.95912922498688,4,20
63,0.388888888888889,19.5729067774932,64.3738977072311,0.918710808554517,0.342684811053821,18,9,2.61586799810139,5.89593498602504,1,21
124,0.322916666666667,14.5645472754627,64.4561148727815,0.461150274640611,0.424658685454844,24,16,3.94977609582934,5.27831740759605,2,21
122,0.322751322751323,24.6815551751574,52.0014462661522,0.168195582242055,0.477521682003213,27,14,3.49149660393968,5.07421372320485,3,21
54,0.415384615384615,19.4359200377302,64.541231126597,0.25500574746997,0.514156495633554,13,10,2.66284289219447,3.66667228750858,4,21
71,0.507142857142857,23.0519189926336,70.1517273576097,0.512257121676492,0.315970650333657,14,10,3.78851137742846,4.91287212115856,1,22
131,0.323456790123457,18.495496394146,57.8299916457811,0.743485639995302,0.45304631991154,27,15,3.56951182936661,5.87409956619123,2,22
117,0.270833333333333,17.4474740978429,54.7496729503099,0.0165347548332522,0.474328045792159,27,16,3.48473813807752,4.81767010363514,3,22
49,0.360294117647059,29.5610378271475,48.7906504065041,0.0496719269349326,0.614583207054376,17,8,1.91139316247506,3.39653611989643,4,22
41,0.366071428571429,14.1715337464142,66.3585434173669,0.756977860350481,0.442750321105632,14,8,2.22463542706881,4.15139831804206,1,23
92,0.368,22.0811776892005,57.8152306630568,0.318079976680712,0.471354019830082,25,10,2.7897566798337,5.53628224764066,2,23
143,0.311546840958606,21.8281387053452,55.5371698800857,0.676482895745943,0.446609560245779,27,17,3.83288177027194,5.45958810946341,3,23
92,0.410714285714286,23.2700802653626,60.695102685624,0.955294496172814,0.480262925506959,16,14,3.38202838188853,4.28345576575196,4,23
54,0.350649350649351,23.4926869768022,55.735485975212,0.437779728333581,0.302635977479961,14,11,3.14203457381924,4.78258962060478,1,24
136,0.334975369458128,23.3744932580913,59.5048892533802,0.749829624022207,0.398828579312938,29,14,3.66032869821228,6.54057681625753,2,24
115,0.294117647058824,17.9835964906619,56.6128137786235,-0.260721287911826,0.494114901567344,23,17,3.84384083025751,4.28781403377452,3,24
59,0.526785714285714,19.6476460205776,71.0843234779405,0.777132936700538,0.551929238480034,16,7,2.63895708929459,3.8513670223673,4,24
43,0.447916666666667,28.2660774737518,60.6737588652482,-0.0628165199788762,0.477710940972333,12,8,2.8847857483753,2.85721755801745,1,25
136,0.275303643724696,14.4432252899367,57.4585629424339,0.285667881325649,0.431399438068673,26,19,4.02735842387711,5.27033359853777,2,25
115,0.340236686390533,23.2876207923823,58.3819234253477,0.135078976467075,0.44314227025233,26,13,3.31920627168908,6.11689216628707,3,25
75,0.490196078431373,21.513172128586,72.7178764388067,-0.108343282420757,0.445408736411169,17,9,2.90726245542131,5.19821756378544,4,25
76,0.333333333333333,19.266206979771,53.6286919831224,0.233659766093801,0.554535044642269,19,12,2.89033424417534,3.21982023531209,1,26
102,0.356643356643357,28.7062279570775,58.2275955039113,0.347110508150915,0.536714243912956,26,11,2.70359312178186,5.17151659169663,2,26
145,0.35024154589372,21.2863550312455,60.7196087984265,0.723091537064598,0.403812347227751,23,18,4.34994717688247,5.70754372397534,3,26
46,0.469387755102041,15.3128144545501,75.7865646258503,0.905794980972755,0.334650432024843,14,7,2.82443086498539,4.62470454403751,4,26
29,0.402777777777778,23.0845127631934,58.8918283362728,-0.138028371918411,0.630500741355257,12,6,1.67763376567366,2.90794963988235,1,27
131,0.3275,17.2809028378847,62.1840685769257,0.680198427545369,0.433193504302763,25,16,3.83808678717812,5.48468720915865,2,27
142,0.316964285714286,19.9662388555869,55.551321168791,0.594177362188727,0.430413852852014,28,16,3.95101913835329,5.7833070636455,3,27
72,0.409090909090909,18.6168904886098,67.4163265306123,0.798462960345352,0.36349822236376,16,11,3.07955801672255,5.22485293587112,4,27
43,0.438775510204082,12.5931672063145,71.3095238095238,-1,0.411364136846082,14,7,2.76858680496597,5.06455037713977,1,28
131,0.322660098522167,26.3301297841125,54.0051190705114,0.643145744720921,0.440003721777687,29,14,3.98982580428489,5.4023118118457,2,28
140,0.343137254901961,20.5913144934932,61.2700904812555,0.438852944424362,0.424091121062885,24,17,3.98967226507414,5.51444004810806,3,28
59,0.347058823529412,34.2942410583394,48.3995439796545,0.0462498276688421,0.634661640475551,17,10,1.94482553823133,4.16169751821324,4,28
48,0.3,24.4225302857982,44.6911976911977,-0.0433118374383127,0.613047163235474,16,10,2.42439880660254,2.5850850628722,1,29
131,0.335897435897436,21.0127759089155,56.5655881586114,0.0755762621950973,0.467537912553704,26,15,3.72475403826275,5.12293526070721,2,29
134,0.310185185185185,16.3397171513469,58.8651299160853,0.509357899543305,0.448332129243501,27,16,3.93464705413632,5.47415165288296,3,29
56,0.533333333333333,10.0029625529079,80.0220458553792,1,0.228274393748338,15,7,3.06608991583776,5.55360246387062,4,29
56,0.329411764705882,16.668458705335,62.1454880294659,0.62150771845738,0.489102019406316,17,10,2.80164378675195,3.64812375380666,1,30
127,0.325641025641026,20.6175226094354,56.3944259874492,0.451377471664242,0.433311166142359,26,15,3.62347714928668,5.66916226681221,2,30
131,0.349333333333333,21.8781409550703,59.7231842231842,0.391071295432659,0.48637850789348,25,15,3.53362239318049,4.9952380654625,3,30
50,0.480769230769231,17.2617754558567,72.2615303983229,-0.365862029102756,0.276486740002336,13,8,3.2042159435648,5.49794365203338,4,30
61,0.38125,31.4917747509144,54.2619047619048,0.0375843837332346,0.497908407087253,16,10,3.24200525892282,2.98675744807176,1,31
140,0.345679012345679,23.3400617568858,60.5336372935057,0.41003688626809,0.430954876952172,27,15,3.80255937236506,5.55926472275166,2,31
130,0.300925925925926,16.8827267682649,56.6511319536797,0.71913141095962,0.434324815904562,27,16,3.57299006552096,6.22156177330865,3,31
43,0.358333333333333,14.4340255603007,67.0375343119704,0.412298161282365,0.451251485001067,15,8,2.56044635360204,5.70026249198427,4,31
53,0.407692307692308,17.8768088775255,66.8583042973287,-0.0212747441425307,0.587899876414295,13,10,2.49284102434922,2.71438065964978,1,32
135,0.391304347826087,20.3550538552377,66.3126453000755,0.412066354845198,0.428393757561695,23,15,4.12292828360848,5.62761221655154,2,32
124,0.305418719211823,22.6255386107509,55.0534157324902,0.728904611326458,0.412435298542363,29,14,3.4821789783284,6.1067745614003,3,32
60,0.37037037037037,28.8416058689074,50.4018644494835,0.455429529504539,0.323994921948474,18,9,3.30797866991055,5.36275613995322,4,32
48,0.461538461538462,21.9252700666628,65.6401617250674,-0.286392295320516,0.542976184763299,13,8,2.822917961644,2.77528714364802,1,33
145,0.341176470588235,22.2150266596696,60.1904418848226,0.531101471676473,0.438238707159727,25,17,4.32207983596642,5.41027242352984,2,33
116,0.318681318681319,16.8842918627121,58.7396978021978,0.538702708594171,0.419246267261975,26,14,3.24571585199561,6.41784643553294,3,33
55,0.305555555555556,14.6260416227359,61.8602693602694,-0.0253376107974394,0.461080839398162,18,10,2.70445938749215,5.54048361411603,4,33
42,0.428571428571429,17.5831562135699,68.6883503401361,-0.0671582398761673,0.587247660830128,14,7,2.12376918836608,3.64925133571454,1,34
128,0.338624338624339,19.9456502662773,59.2898265635822,0.113272108313895,0.489485338945738,27,14,3.44501927397083,5.32431344170586,2,34
120,0.326086956521739,16.5948341899833,62.343188536218,0.795753772452749,0.412587253270484,23,16,3.74483255447412,5.80118431888747,3,34
73,0.337962962962963,13.2256639791264,60.9304558962093,0.966475056502835,0.46283866930719,18,12,2.9392942912965,4.48811162871373,4,34
84,0.373333333333333,17.4384048589772,64.0483061911633,-0.0742307390482742,0.434057940378718,15,15,3.88796325390779,4.14061201179758,1,35
118,0.383116883116883,23.2503540480019,63.8462908726884,0.670504185029623,0.451308802820235,22,14,3.58960514937759,5.44568800832456,2,35
113,0.31043956043956,23.413961424561,53.7083576146076,0.14149407566536,0.484884579255879,26,14,3.21965864936592,4.95241709526577,3,35
39,0.4875,42.6238299765192,48.8583638583639,1,0.532018361366067,16,5,2.06907294132055,4.48342173127283,4,35
47,0.353383458646617,16.6972727678483,59.0178571428571,-0.77102043932886,0.49217223074381,19,7,2.48094458203781,5.06984383916876,1,36
108,0.391304347826087,12.9272884610355,71.1083822133979,0.518603290337765,0.391933688902247,23,12,3.38872144942499,6.03950468925381,2,36
132,0.34375,29.5082150931508,53.5663277519338,0.345701383111565,0.422676359076682,24,16,3.97902698228047,5.40895701240804,3,36
75,0.315126050420168,17.3787675720056,56.828019019649,-0.0840754024707035,0.578422844487657,17,14,3.14032554989621,3.10621591940319,4,36
45,0.494505494505495,35.1492537429586,59.4468494468494,0.0672612159375181,0.56911115046956,13,7,1.98028634934065,3.29029730038695,1,37
126,0.375,23.9587210217109,57.4408251451848,0.577089746504527,0.442080081849811,24,14,3.53397773092808,5.7150357466273,2,37
134,0.291938997821351,17.5942282077602,59.2603284235728,0.646148880140182,0.439324547538172,27,17,3.82374389382622,5.31840447981752,3,37
64,0.323232323232323,10.4918762780748,70.5219433344433,0.684070577615717,0.377178007399321,18,11,3.24884664414362,5.6099654618467,4,37
45,0.432692307692308,30.7699786958826,53.624213836478,0.0263615353640607,0.622912144445726,13,8,2.0157867937352,3.02837944353847,1,38
119,0.326923076923077,17.8734475811051,57.1670863858364,0.116153872355599,0.473665160656122,26,14,3.54180035062869,4.86171988878541,2,38
128,0.355555555555556,16.7584109273364,66.5951036423477,0.392147221757905,0.428816198182975,24,15,3.84911317362958,5.59734774576745,3,38
74,0.293650793650794,20.2024476005642,53.8992408557626,0.431948974620185,0.317990875960434,21,12,3.28874123745642,5.72298546220446,4,38
53,0.401515151515151,22.3829818102864,61.017316017316,0.4975858423095,0.178354043604547,12,11,3.0596240159318,5.07336415760783,1,39
108,0.375,25.0745927771996,59.3602807199298,0.516952674415154,0.399390867677441,24,12,3.22376364403392,6.05386757022931,2,39
129,0.358333333333333,19.3632583691422,61.9945328803597,0.225494242829536,0.462242682555283,24,15,3.93187960144541,5.03840719977627,3,39
71,0.373684210526316,15.6934596436659,64.9713403880071,0.15889140789448,0.506529784571781,19,10,2.89247459067699,3.84261574857371,4,39
58,0.345238095238095,25.2680627417463,52.6417955717319,0.58518833691044,0.342010822728199,14,12,4.18356190834897,4.21124961886851,1,40
139,0.340686274509804,21.2247218128932,57.1674772099529,0.142790611642879,0.450448937951645,24,17,4.08621735853691,4.63715463161963,2,40
131,0.335897435897436,14.59829652224,63.2225128131561,0.888915395675236,0.433954616209258,30,13,3.75851983723273,6.01993852570678,3,40
48,0.403361344537815,13.3645921779771,69.3205944798301,-0.277919251495585,0.494878967740608,17,7,2.01742931287666,4.90960677720557,4,40
52,0.361111111111111,16.3684705328685,62.1794871794872,0.771090674535892,0.537516990271898,16,9,2.5672229851941,3.64742203134845,1,41
133,0.341025641025641,21.8756262031188,58.772920877572,0.270282586094471,0.446981971251829,26,15,3.77338415919132,5.63078578970538,2,41
132,0.33,17.0969054507749,60.7439247260676,0.750064803553112,0.457462045193909,25,16,3.49449832624513,5.68402965004346,3,41
49,0.453703703703704,23.3339218087567,58.422035480859,0.694339063050861,0.503185450306092,12,9,2.48939230144693,3.59077387852911,4,41
48,0.32,21.3265892962884,49.9793650793651,0.19624208005496,0.56459294240153,15,10,2.20310543372758,3.24712504505436,1,42
123,0.337912087912088,21.8156640659236,57.8317602536353,0.742655240833749,0.464805402050423,26,14,3.5901612570024,5.44306078200753,2,42
126,0.323076923076923,16.6006191584772,58.2764786892694,0.512295581524177,0.434208096091931,26,15,3.44256821560238,5.62607405103352,3,42
64,0.4,16.2045251734395,65.7828282828283,0.792706645485945,0.414481583492483,16,10,2.84942211196687,4.75509502122356,4,42
56,0.307692307692308,21.0733270087172,52.2865595942519,0.246329454005419,0.645353934030587,14,13,2.3828013910011,2.42995094313004,1,43
96,0.347826086956522,16.9284764883589,61.2779131352799,0.188410341805246,0.521612996789902,23,12,3.03560939004098,4.79928461315086,2,43
137,0.338271604938272,20.3391225770461,55.8109872583557,0.70261538874779,0.401002736575877,27,15,4.02596485383678,6.08119776641532,3,43
71,0.44375,16.6041688774296,68.5848987913208,0.932797649201244,0.343623610316624,20,8,3.0089900563234,5.87228477582336,4,43
55,0.572916666666667,21.7821789973275,65.7041540020263,0.611244671990774,0.569248478256007,12,8,2.34598510447792,3.52498130437183,1,44
120,0.357142857142857,19.7431128249539,61.2789920517193,-0.187356741920174,0.469982589481945,21,16,3.74572125677254,4.61751847588255,2,44
122,0.312820512820513,17.7114978744194,57.8096088987902,0.830608590713766,0.428535246090401,30,13,3.25833003445917,6.30151744927423,3,44
72,0.315789473684211,20.810033156402,58.8967584220749,0.550588536027144,0.400123792381463,19,12,3.7766014645398,4.92089871101815,4,44
40,0.408163265306122,27.3468436320443,49.5758928571429,-0.261028008019721,0.502153206768148,14,7,2.188364462851,3.6117096713777,1,45
119,0.366153846153846,17.6076887525519,64.8931587225238,0.305845540643287,0.473208459877369,25,13,3.43964431214608,5.07520364421008,2,45
126,0.302884615384615,13.5582832416065,60.3622183060385,0.75621642508294,0.416811724860375,26,16,4.06388940666673,5.72373321046966,3,45
77,0.34841628959276,21.2593365103247,57.9841640706127,-0.121584961499559,0.481251013744302,17,13,2.96774867552813,4.11537100795384,4,45
40,0.357142857142857,12.3575237050887,72.7581032412965,-0.651544032921912,0.548536370719997,14,8,2.41411239347447,3.00378050457332,1,46
143,0.34375,28.3785492416489,54.1041636266355,0.460162654409464,0.42881182278025,26,16,3.92173924442751,5.30223836302907,2,46
120,0.384615384615385,18.9719780962966,64.6583382516886,0.484318485383208,0.399971055397935,26,12,3.48645173431939,6.62838775218847,3,46
70,0.454545454545455,20.2011938559482,68.898401826484,-0.230340721796865,0.463764143563178,14,11,3.31366294992755,4.14477567524129,4,46
48,0.333333333333333,25.4294073270221,50.8394383394383,0.586943721646022,0.620056062669236,16,9,2.00626068621307,3.9493957208695,1,47
126,0.333333333333333,14.7522840874458,61.8666910013064,0.317547518503705,0.403859392651579,27,14,3.63790751348563,6.52489513063657,2,47
116,0.386666666666667,31.022951121908,55.2885517639616,0.128392443841453,0.46700243134698,25,12,3.47692642981615,4.8527620201043,3,47
75,0.320512820512821,16.7825527147107,60.7054777833999,-0.560052868349936,0.453227273772778,18,13,3.62802758904783,4.05301464517139,4,47
50,0.3125,25.5810460796426,47.6796636085627,0.143507161660269,0.470085716596733,20,8,2.64786968568517,5.89497909111327,1,48
124,0.330666666666667,19.3438290393503,58.7920481439,0.527045836779057,0.454318801484671,25,15,3.68671451212827,5.69548759751054,2,48
134,0.343589743589744,28.0024939485375,56.2044434893272,0.618274088695472,0.44180314198282,26,15,3.95526754094207,5.4015962174998,3,48
60,0.375,14.9705417958971,64.6796536796537,0.844872196502356,0.541645718575939,16,10,2.50084106607903,3.61482567865258,4,48
65,0.361111111111111,15.2884492243513,64.5345227163409,0.230262215299293,0.489870863625011,18,10,2.7480400945873,4.62940653709141,1,49
150,0.352941176470588,21.5426333716293,61.0247378768021,0.755351658235575,0.444147367353766,25,17,3.95144085192604,5.81203307789752,2,49
94,0.341818181818182,15.6921743630123,61.1306932504116,0.842946571671439,0.414907453913587,25,11,3.14531658559326,5.78004301650522,3,49
50,0.333333333333333,29.0607742766319,46.2301587301587,0.225916765443376,0.553586217071314,15,10,2.55012912021441,3.21672730087618,4,49
56,0.4375,26.0665062347082,62.5,0.8670549205057,0.393853269508542,16,8,3.34615433634058,4.93071968171679,1,50
129,0.303529411764706,17.7768619165476,59.120249017038,-0.104783831518876,0.48739195516581,25,17,3.84081000020587,4.71341631197018,2,50
124,0.385093167701863,25.393043541451,58.7906755711988,0.509854115230639,0.45595675515187,23,14,3.28395176204375,5.48710925345773,3,50
59,0.310526315789474,13.7599069255782,57.8218026829138,-0.0442171682385823,0.555455968963863,19,10,2.1609050074864,4.87851279880757,4,50
48,0.342857142857143,21.5878880079352,57.1148459383753,0.215565635920452,0.660047750332313,14,10,1.99506283695527,2.54624464835742,1,51
105,0.323076923076923,20.273270341748,55.1876261598484,-0.082153945862536,0.502904455698851,25,13,3.35921311936287,4.3667022983197,2,51
131,0.349333333333333,15.5753696192395,63.6685557241113,0.816763673808637,0.410618798710464,25,15,3.88750321012725,5.93199651494164,3,51
75,0.394736842105263,17.1370070084412,64.4631500187056,0.67128020245893,0.356683309084558,19,10,3.34786193127307,6.14065110151182,4,51
55,0.323529411764706,22.5445313067584,48.0018416206262,-0.224081595019556,0.516225518407777,17,10,2.82373637615752,2.89453845885724,1,52
123,0.363905325443787,26.6141908802298,56.5820201304072,0.0935868049440241,0.46266742198554,26,13,3.62863948731603,5.05993468876971,2,52
135,0.36096256684492,20.3676293328384,62.4323663015761,0.603061897232382,0.405188945001555,22,17,4.00820320741383,5.78270423840641,3,52
